,Station,Date,num_entries,"('num_entries', 'amax')","('num_entries', 'amin')",normalized_entries
10407,61 ST WOODSIDE,03/12/2020,13961,16628,634,0.8332499687382768
10408,61 ST WOODSIDE,03/13/2020,12540,16628,634,0.7444041515568338
10409,61 ST WOODSIDE,03/14/2020,6940,16628,634,0.39427285231961984
10410,61 ST WOODSIDE,03/15/2020,4982,16628,634,0.2718519444791797
10411,61 ST WOODSIDE,03/16/2020,8541,16628,634,0.49437288983368766
10412,61 ST WOODSIDE,03/17/2020,6862,16628,634,0.3893960235088158
10413,61 ST WOODSIDE,03/18/2020,6236,16628,634,0.35025634612979867
10414,61 ST WOODSIDE,03/19/2020,5402,16628,634,0.29811179192197074
10415,61 ST WOODSIDE,03/20/2020,5033,16628,634,0.27504064024009
10416,61 ST WOODSIDE,03/21/2020,2894,16628,634,0.14130298862073276
10417,61 ST WOODSIDE,03/22/2020,1702,16628,634,0.06677504064024009
10418,61 ST WOODSIDE,03/23/2020,2418,16628,634,0.11154182818556958
10419,61 ST WOODSIDE,03/24/2020,2612,16628,634,0.12367137676628735
10420,61 ST WOODSIDE,03/25/2020,2347,16628,634,0.10710266349881205
10421,61 ST WOODSIDE,03/26/2020,2331,16628,634,0.1061022883581343
10422,61 ST WOODSIDE,03/27/2020,2217,16628,634,0.0989746154808053
10423,61 ST WOODSIDE,03/28/2020,1244,16628,634,0.038139302238339376
10424,61 ST WOODSIDE,03/29/2020,902,16628,634,0.016756283606352382
10425,61 ST WOODSIDE,03/30/2020,1791,16628,634,0.0723396273602601
10426,61 ST WOODSIDE,03/31/2020,1689,16628,634,0.06596223583843941
10427,61 ST WOODSIDE,04/01/2020,1568,16628,634,0.0583968988370639
10428,61 ST WOODSIDE,04/02/2020,1491,16628,634,0.05358259347255221
10429,61 ST WOODSIDE,04/03/2020,1489,16628,634,0.053457546579967485
10430,61 ST WOODSIDE,04/04/2020,931,16628,634,0.018569463548830812
10431,61 ST WOODSIDE,04/05/2020,707,16628,634,0.004564211579342253
10432,61 ST WOODSIDE,04/06/2020,1380,16628,634,0.046642490934100285
10433,61 ST WOODSIDE,04/07/2020,1258,16628,634,0.03901463048643241
10434,61 ST WOODSIDE,04/08/2020,1104,16628,634,0.029386019757409027
10435,61 ST WOODSIDE,04/09/2020,1223,16628,634,0.03682630986619982
10436,61 ST WOODSIDE,04/10/2020,1253,16628,634,0.038702013254970614
10437,61 ST WOODSIDE,04/11/2020,861,16628,634,0.014192822308365638
10438,61 ST WOODSIDE,04/12/2020,634,16628,634,0.0
10439,61 ST WOODSIDE,04/13/2020,1081,16628,634,0.02794798049268476
10440,61 ST WOODSIDE,04/14/2020,1356,16628,634,0.045141928223083654
10441,61 ST WOODSIDE,04/15/2020,1262,16628,634,0.03926472427160185
10442,61 ST WOODSIDE,04/16/2020,1301,16628,634,0.04170313867700388
10443,61 ST WOODSIDE,04/17/2020,1338,16628,634,0.04401650618982118
10444,61 ST WOODSIDE,04/18/2020,746,16628,634,0.007002625984744279
10445,61 ST WOODSIDE,04/19/2020,647,16628,634,0.0008128048018006752
10446,61 ST WOODSIDE,04/20/2020,1391,16628,634,0.04733024884331624
10447,61 ST WOODSIDE,04/21/2020,1325,16628,634,0.04320370138802051
10448,61 ST WOODSIDE,04/22/2020,1422,16628,634,0.04926847567837939
10449,61 ST WOODSIDE,04/23/2020,1418,16628,634,0.04901838189320996
10450,61 ST WOODSIDE,04/24/2020,1421,16628,634,0.049205952232087034
10451,61 ST WOODSIDE,12/28/2019,9392,16628,634,0.5475803426284857
10452,61 ST WOODSIDE,12/29/2019,7397,16628,634,0.4228460672752282
10453,61 ST WOODSIDE,12/30/2019,12842,16628,634,0.7632862323371264
10454,61 ST WOODSIDE,12/31/2019,12640,16628,634,0.7506564961860698
10455,63 DR-REGO PARK,01/01/2020,4580,15918,402,0.2692704305233308
10456,63 DR-REGO PARK,01/02/2020,14831,15918,402,0.929943284351637
10457,63 DR-REGO PARK,01/03/2020,14410,15918,402,0.902810002577984
10458,63 DR-REGO PARK,01/04/2020,7216,15918,402,0.4391595772106213
10459,63 DR-REGO PARK,01/05/2020,6337,15918,402,0.38250837844805363
10460,63 DR-REGO PARK,01/06/2020,15582,15918,402,0.9783449342614076
10461,63 DR-REGO PARK,01/07/2020,15578,15918,402,0.9780871358597577
10462,63 DR-REGO PARK,01/08/2020,15368,15918,402,0.9645527197731374
10463,63 DR-REGO PARK,01/09/2020,15366,15918,402,0.9644238205723125
10464,63 DR-REGO PARK,01/10/2020,15182,15918,402,0.9525650940964167
10465,63 DR-REGO PARK,01/11/2020,6590,15918,402,0.3988141273524104
10466,63 DR-REGO PARK,01/12/2020,5108,15918,402,0.30329981954111884
10467,63 DR-REGO PARK,01/13/2020,15123,15918,402,0.9487625676720804
10468,63 DR-REGO PARK,01/14/2020,14250,15918,402,0.8924980665119876
10469,63 DR-REGO PARK,01/15/2020,15853,15918,402,0.995810775973189
10470,63 DR-REGO PARK,01/16/2020,15699,15918,402,0.9858855375096675
10471,63 DR-REGO PARK,01/17/2020,14615,15918,402,0.9160221706625419
10472,63 DR-REGO PARK,01/18/2020,6818,15918,402,0.4135086362464553
10473,63 DR-REGO PARK,01/19/2020,6608,15918,402,0.399974220159835
10474,63 DR-REGO PARK,01/20/2020,10101,15918,402,0.6250966744006187
10475,63 DR-REGO PARK,01/21/2020,15173,15918,402,0.9519850476927043
10476,63 DR-REGO PARK,01/22/2020,15427,15918,402,0.9683552461974736
10477,63 DR-REGO PARK,01/23/2020,15411,15918,402,0.967324052590874
10478,63 DR-REGO PARK,01/24/2020,14810,15918,402,0.928589842742975
10479,63 DR-REGO PARK,01/25/2020,5192,15918,402,0.3087135859757669
10480,63 DR-REGO PARK,01/26/2020,4828,15918,402,0.28525393142562516
10481,63 DR-REGO PARK,01/27/2020,15287,15918,402,0.9593323021397268
10482,63 DR-REGO PARK,01/28/2020,15692,15918,402,0.9854343903067802
10483,63 DR-REGO PARK,01/29/2020,15690,15918,402,0.9853054911059551
10484,63 DR-REGO PARK,01/30/2020,15375,15918,402,0.9650038669760247
10485,63 DR-REGO PARK,01/31/2020,14991,15918,402,0.9402552204176334
10486,63 DR-REGO PARK,02/01/2020,7723,15918,402,0.47183552461974737
10487,63 DR-REGO PARK,02/02/2020,6338,15918,402,0.3825728280484661
10488,63 DR-REGO PARK,02/03/2020,15304,15918,402,0.9604279453467388
10489,63 DR-REGO PARK,02/04/2020,15558,15918,402,0.9767981438515081
10490,63 DR-REGO PARK,02/05/2020,15780,15918,402,0.9911059551430781
10491,63 DR-REGO PARK,02/06/2020,15202,15918,402,0.9538540861046662
10492,63 DR-REGO PARK,02/07/2020,14835,15918,402,0.930201082753287
10493,63 DR-REGO PARK,02/08/2020,8120,15918,402,0.4974220159835009
10494,63 DR-REGO PARK,02/09/2020,6381,15918,402,0.38534416086620266
10495,63 DR-REGO PARK,02/10/2020,15124,15918,402,0.9488270172724929
10496,63 DR-REGO PARK,02/11/2020,15568,15918,402,0.9774426398556328
10497,63 DR-REGO PARK,02/12/2020,15918,15918,402,1.0
10498,63 DR-REGO PARK,02/13/2020,15451,15918,402,0.9699020366073731
10499,63 DR-REGO PARK,02/14/2020,15136,15918,402,0.9496004124774426
10500,63 DR-REGO PARK,02/15/2020,7170,15918,402,0.4361948955916473
10501,63 DR-REGO PARK,02/16/2020,6188,15918,402,0.3729053879865945
10502,63 DR-REGO PARK,02/17/2020,10232,15918,402,0.6335395720546533
10503,63 DR-REGO PARK,02/18/2020,14785,15918,402,0.9269786027326631
10504,63 DR-REGO PARK,02/19/2020,15349,15918,402,0.9633281773653003
10505,63 DR-REGO PARK,02/20/2020,15018,15918,402,0.9419953596287703
10506,63 DR-REGO PARK,02/21/2020,14140,15918,402,0.8854086104666151
10507,63 DR-REGO PARK,02/22/2020,8122,15918,402,0.49755091518432587
10508,63 DR-REGO PARK,02/23/2020,6831,15918,402,0.4143464810518175
10509,63 DR-REGO PARK,02/24/2020,15834,15918,402,0.9945862335653519
10510,63 DR-REGO PARK,02/25/2020,15635,15918,402,0.9817607630832689
10511,63 DR-REGO PARK,02/26/2020,15604,15918,402,0.9797628254704821
10512,63 DR-REGO PARK,02/27/2020,15899,15918,402,0.9987754575921629
10513,63 DR-REGO PARK,02/28/2020,15352,15918,402,0.9635215261665377
10514,63 DR-REGO PARK,02/29/2020,7906,15918,402,0.4836298014952307
10515,63 DR-REGO PARK,03/01/2020,6251,15918,402,0.37696571281258057
10516,63 DR-REGO PARK,03/02/2020,15635,15918,402,0.9817607630832689
10517,63 DR-REGO PARK,03/03/2020,15655,15918,402,0.9830497550915185
10518,63 DR-REGO PARK,03/04/2020,15631,15918,402,0.981502964681619
10519,63 DR-REGO PARK,03/05/2020,15401,15918,402,0.9666795565867492
10520,63 DR-REGO PARK,03/06/2020,14448,15918,402,0.9052590873936581
10521,63 DR-REGO PARK,03/07/2020,6574,15918,402,0.39778293374581075
10522,63 DR-REGO PARK,03/08/2020,4462,15918,402,0.2616653776746584
10523,63 DR-REGO PARK,03/09/2020,13906,15918,402,0.8703274039700953
10524,63 DR-REGO PARK,03/10/2020,13445,15918,402,0.8406161381799433
10525,63 DR-REGO PARK,03/11/2020,13358,15918,402,0.8350090229440578
10526,63 DR-REGO PARK,03/12/2020,12428,15918,402,0.7750708945604537
10527,63 DR-REGO PARK,03/13/2020,10673,15918,402,0.6619618458365558
10528,63 DR-REGO PARK,03/14/2020,4858,15918,402,0.28718741943799947
10529,63 DR-REGO PARK,03/15/2020,3644,15918,402,0.20894560453725186
10530,63 DR-REGO PARK,03/16/2020,7706,15918,402,0.47073988141273526
10531,63 DR-REGO PARK,03/17/2020,6279,15918,402,0.37877030162412995
10532,63 DR-REGO PARK,03/18/2020,5679,15918,402,0.3401005413766435
10533,63 DR-REGO PARK,03/19/2020,4497,15918,402,0.26392111368909515
10534,63 DR-REGO PARK,03/20/2020,4155,15918,402,0.24187935034802785
10535,63 DR-REGO PARK,03/21/2020,1849,15918,402,0.09325857179685486
10536,63 DR-REGO PARK,03/22/2020,1254,15918,402,0.05491105955143078
10537,63 DR-REGO PARK,03/23/2020,2072,15918,402,0.10763083268883733
10538,63 DR-REGO PARK,03/24/2020,2150,15918,402,0.11265790152101057
10539,63 DR-REGO PARK,03/25/2020,1980,15918,402,0.1017014694508894
10540,63 DR-REGO PARK,03/26/2020,1933,15918,402,0.09867233823150297
10541,63 DR-REGO PARK,03/27/2020,1741,15918,402,0.0862980149523073
10542,63 DR-REGO PARK,03/28/2020,855,15918,402,0.02919566898685228
10543,63 DR-REGO PARK,03/29/2020,670,15918,402,0.017272492910543953
10544,63 DR-REGO PARK,03/30/2020,1518,15918,402,0.07192575406032482
10545,63 DR-REGO PARK,03/31/2020,1395,15918,402,0.0639984532095901
10546,63 DR-REGO PARK,04/01/2020,1369,15918,402,0.06232276359886569
10547,63 DR-REGO PARK,04/02/2020,1335,15918,402,0.06013147718484146
10548,63 DR-REGO PARK,04/03/2020,1284,15918,402,0.0568445475638051
10549,63 DR-REGO PARK,04/04/2020,693,15918,402,0.018754833720030936
10550,63 DR-REGO PARK,04/05/2020,562,15918,402,0.010311936065996391
10551,63 DR-REGO PARK,04/06/2020,1226,15918,402,0.053106470739881416
10552,63 DR-REGO PARK,04/07/2020,1163,15918,402,0.049046145913895334
10553,63 DR-REGO PARK,04/08/2020,1106,15918,402,0.04537251869038412
10554,63 DR-REGO PARK,04/09/2020,1057,15918,402,0.042214488270172726
10555,63 DR-REGO PARK,04/10/2020,1041,15918,402,0.04118329466357309
10556,63 DR-REGO PARK,04/11/2020,613,15918,402,0.01359886568703274
10557,63 DR-REGO PARK,04/12/2020,402,15918,402,0.0
10558,63 DR-REGO PARK,04/13/2020,970,15918,402,0.03660737303428719
10559,63 DR-REGO PARK,04/14/2020,1145,15918,402,0.04788605310647074
10560,63 DR-REGO PARK,04/15/2020,1127,15918,402,0.046725960299046146
10561,63 DR-REGO PARK,04/16/2020,1178,15918,402,0.050012889920082494
10562,63 DR-REGO PARK,04/17/2020,1127,15918,402,0.046725960299046146
10563,63 DR-REGO PARK,04/18/2020,603,15918,402,0.012954369682907967
10564,63 DR-REGO PARK,04/19/2020,523,15918,402,0.007798401649909771
10565,63 DR-REGO PARK,04/20/2020,1224,15918,402,0.05297757153905646
10566,63 DR-REGO PARK,04/21/2020,1101,15918,402,0.04505027068832173
10567,63 DR-REGO PARK,04/22/2020,1230,15918,402,0.05336426914153132
10568,63 DR-REGO PARK,04/23/2020,1202,15918,402,0.051559680329981955
10569,63 DR-REGO PARK,04/24/2020,1126,15918,402,0.04666151069863367
10570,63 DR-REGO PARK,12/28/2019,8827,15918,402,0.5429878834751225
10571,63 DR-REGO PARK,12/29/2019,7251,15918,402,0.441415313225058
10572,63 DR-REGO PARK,12/30/2019,13332,15918,402,0.8333333333333334
10573,63 DR-REGO PARK,12/31/2019,12045,15918,402,0.7503866976024749
10574,65 ST,01/01/2020,1305,3448,132,0.3537394451145959
10575,65 ST,01/02/2020,3209,3448,132,0.9279252110977081
10576,65 ST,01/03/2020,3153,3448,132,0.911037394451146
10577,65 ST,01/04/2020,2208,3448,132,0.6260554885404102
10578,65 ST,01/05/2020,1901,3448,132,0.5334740651387213
10579,65 ST,01/06/2020,3345,3448,132,0.9689384800965019
10580,65 ST,01/07/2020,3305,3448,132,0.956875753920386
10581,65 ST,01/08/2020,3304,3448,132,0.9565741857659831
10582,65 ST,01/09/2020,3199,3448,132,0.9249095295536791
10583,65 ST,01/10/2020,3311,3448,132,0.9586851628468034
10584,65 ST,01/11/2020,2204,3448,132,0.6248492159227985
10585,65 ST,01/12/2020,1651,3448,132,0.45808202653799757
10586,65 ST,01/13/2020,3056,3448,132,0.8817852834740652
10587,65 ST,01/14/2020,3201,3448,132,0.9255126658624849
10588,65 ST,01/15/2020,3311,3448,132,0.9586851628468034
10589,65 ST,01/16/2020,3217,3448,132,0.9303377563329313
10590,65 ST,01/17/2020,3238,3448,132,0.9366706875753921
10591,65 ST,01/18/2020,1813,3448,132,0.5069360675512666
10592,65 ST,01/19/2020,1619,3448,132,0.44843184559710497
10593,65 ST,01/20/2020,2325,3448,132,0.6613389626055488
10594,65 ST,01/21/2020,3299,3448,132,0.9550663449939686
10595,65 ST,01/22/2020,3162,3448,132,0.913751507840772
10596,65 ST,01/23/2020,3137,3448,132,0.9062123039806996
10597,65 ST,01/24/2020,3159,3448,132,0.9128468033775633
10598,65 ST,01/25/2020,1116,3448,132,0.29674306393244876
10599,65 ST,01/26/2020,966,3448,132,0.2515078407720145
10600,65 ST,01/27/2020,3155,3448,132,0.9116405307599518
10601,65 ST,01/28/2020,3354,3448,132,0.9716525934861279
10602,65 ST,01/29/2020,3361,3448,132,0.9737635705669482
10603,65 ST,01/30/2020,3280,3448,132,0.9493365500603136
10604,65 ST,01/31/2020,3223,3448,132,0.9321471652593486
10605,65 ST,02/01/2020,1728,3448,132,0.4813027744270205
10606,65 ST,02/02/2020,1337,3448,132,0.3633896260554885
10607,65 ST,02/03/2020,3239,3448,132,0.9369722557297949
10608,65 ST,02/04/2020,3353,3448,132,0.971351025331725
10609,65 ST,02/05/2020,3272,3448,132,0.9469240048250904
10610,65 ST,02/06/2020,3410,3448,132,0.98854041013269
10611,65 ST,02/07/2020,3280,3448,132,0.9493365500603136
10612,65 ST,02/08/2020,2031,3448,132,0.5726779252110977
10613,65 ST,02/09/2020,1696,3448,132,0.47165259348612787
10614,65 ST,02/10/2020,3236,3448,132,0.9360675512665863
10615,65 ST,02/11/2020,3366,3448,132,0.9752714113389626
10616,65 ST,02/12/2020,3327,3448,132,0.9635102533172497
10617,65 ST,02/13/2020,3332,3448,132,0.9650180940892642
10618,65 ST,02/14/2020,3375,3448,132,0.9779855247285887
10619,65 ST,02/15/2020,1893,3448,132,0.5310615199034981
10620,65 ST,02/16/2020,1648,3448,132,0.4571773220747889
10621,65 ST,02/17/2020,2374,3448,132,0.6761158021712907
10622,65 ST,02/18/2020,3126,3448,132,0.9028950542822678
10623,65 ST,02/19/2020,3123,3448,132,0.9019903498190591
10624,65 ST,02/20/2020,3269,3448,132,0.9460193003618818
10625,65 ST,02/21/2020,3076,3448,132,0.887816646562123
10626,65 ST,02/22/2020,2033,3448,132,0.5732810615199035
10627,65 ST,02/23/2020,1668,3448,132,0.4632086851628468
10628,65 ST,02/24/2020,3202,3448,132,0.9258142340168878
10629,65 ST,02/25/2020,3318,3448,132,0.9607961399276237
10630,65 ST,02/26/2020,3292,3448,132,0.9529553679131484
10631,65 ST,02/27/2020,3448,3448,132,1.0
10632,65 ST,02/28/2020,3423,3448,132,0.9924607961399277
10633,65 ST,02/29/2020,1936,3448,132,0.5440289505428226
10634,65 ST,03/01/2020,1526,3448,132,0.4203860072376357
10635,65 ST,03/02/2020,3249,3448,132,0.9399879372738239
10636,65 ST,03/03/2020,3405,3448,132,0.9870325693606755
10637,65 ST,03/04/2020,3341,3448,132,0.9677322074788902
10638,65 ST,03/05/2020,3389,3448,132,0.9822074788902292
10639,65 ST,03/06/2020,3303,3448,132,0.9562726176115802
10640,65 ST,03/07/2020,1760,3448,132,0.49095295536791317
10641,65 ST,03/08/2020,1347,3448,132,0.3664053075995175
10642,65 ST,03/09/2020,3197,3448,132,0.9243063932448733
10643,65 ST,03/10/2020,3266,3448,132,0.9451145958986731
10644,65 ST,03/11/2020,3160,3448,132,0.9131483715319663
10645,65 ST,03/12/2020,2903,3448,132,0.8356453558504222
10646,65 ST,03/13/2020,2688,3448,132,0.7708082026537998
10647,65 ST,03/14/2020,1318,3448,132,0.3576598311218335
10648,65 ST,03/15/2020,944,3448,132,0.2448733413751508
10649,65 ST,03/16/2020,1826,3448,132,0.5108564535585042
10650,65 ST,03/17/2020,1460,3448,132,0.40048250904704463
10651,65 ST,03/18/2020,1407,3448,132,0.38449939686369117
10652,65 ST,03/19/2020,1158,3448,132,0.30940892641737033
10653,65 ST,03/20/2020,1098,3448,132,0.2913148371531966
10654,65 ST,03/21/2020,508,3448,132,0.11338962605548854
10655,65 ST,03/22/2020,333,3448,132,0.06061519903498191
10656,65 ST,03/23/2020,536,3448,132,0.1218335343787696
10657,65 ST,03/24/2020,504,3448,132,0.11218335343787696
10658,65 ST,03/25/2020,509,3448,132,0.11369119420989143
10659,65 ST,03/26/2020,463,3448,132,0.09981905910735826
10660,65 ST,03/27/2020,441,3448,132,0.09318455971049457
10661,65 ST,03/28/2020,253,3448,132,0.036489746682750304
10662,65 ST,03/29/2020,203,3448,132,0.02141133896260555
10663,65 ST,03/30/2020,353,3448,132,0.06664656212303981
10664,65 ST,03/31/2020,324,3448,132,0.05790108564535585
10665,65 ST,04/01/2020,329,3448,132,0.05940892641737033
10666,65 ST,04/02/2020,276,3448,132,0.04342581423401689
10667,65 ST,04/03/2020,311,3448,132,0.05398069963811822
10668,65 ST,04/04/2020,201,3448,132,0.02080820265379976
10669,65 ST,04/05/2020,153,3448,132,0.006332931242460796
10670,65 ST,04/06/2020,299,3448,132,0.050361881785283474
10671,65 ST,04/07/2020,272,3448,132,0.04221954161640531
10672,65 ST,04/08/2020,289,3448,132,0.04734620024125452
10673,65 ST,04/09/2020,282,3448,132,0.04523522316043426
10674,65 ST,04/10/2020,256,3448,132,0.03739445114595899
10675,65 ST,04/11/2020,188,3448,132,0.016887816646562123
10676,65 ST,04/12/2020,132,3448,132,0.0
10677,65 ST,04/13/2020,280,3448,132,0.04463208685162847
10678,65 ST,04/14/2020,283,3448,132,0.045536791314837156
10679,65 ST,04/15/2020,269,3448,132,0.04131483715319662
10680,65 ST,04/16/2020,277,3448,132,0.043727382388419785
10681,65 ST,04/17/2020,275,3448,132,0.043124246079613994
10682,65 ST,04/18/2020,168,3448,132,0.010856453558504222
10683,65 ST,04/19/2020,161,3448,132,0.008745476477683957
10684,65 ST,04/20/2020,300,3448,132,0.05066344993968637
10685,65 ST,04/21/2020,272,3448,132,0.04221954161640531
10686,65 ST,04/22/2020,315,3448,132,0.05518697225572979
10687,65 ST,04/23/2020,319,3448,132,0.056393244873341374
10688,65 ST,04/24/2020,303,3448,132,0.051568154402895056
10689,65 ST,12/28/2019,2376,3448,132,0.6767189384800965
10690,65 ST,12/29/2019,2029,3448,132,0.5720747889022919
10691,65 ST,12/30/2019,2856,3448,132,0.8214716525934861
10692,65 ST,12/31/2019,2680,3448,132,0.7683956574185766
10693,66 ST-LINCOLN,01/01/2020,8611,20434,210,0.41539754746835444
10694,66 ST-LINCOLN,01/02/2020,17535,20434,210,0.8566554588607594
10695,66 ST-LINCOLN,01/03/2020,16934,20434,210,0.8269382911392406
10696,66 ST-LINCOLN,01/04/2020,10372,20434,210,0.5024723101265823
10697,66 ST-LINCOLN,01/05/2020,8260,20434,210,0.39804193037974683
10698,66 ST-LINCOLN,01/06/2020,18978,20434,210,0.928006329113924
10699,66 ST-LINCOLN,01/07/2020,19964,20434,210,0.9767602848101266
10700,66 ST-LINCOLN,01/08/2020,20184,20434,210,0.9876384493670886
10701,66 ST-LINCOLN,01/09/2020,20000,20434,210,0.9785403481012658
10702,66 ST-LINCOLN,01/10/2020,19399,20434,210,0.9488231803797469
10703,66 ST-LINCOLN,01/11/2020,9803,20434,210,0.47433742088607594
10704,66 ST-LINCOLN,01/12/2020,8905,20434,210,0.4299347310126582
10705,66 ST-LINCOLN,01/13/2020,6724,20434,210,0.3220925632911392
10706,66 ST-LINCOLN,01/14/2020,19704,20434,210,0.9639042721518988
10707,66 ST-LINCOLN,01/15/2020,20006,20434,210,0.9788370253164557
10708,66 ST-LINCOLN,01/16/2020,20016,20434,210,0.9793314873417721
10709,66 ST-LINCOLN,01/17/2020,19923,20434,210,0.9747329905063291
10710,66 ST-LINCOLN,01/18/2020,11699,20434,210,0.568087420886076
10711,66 ST-LINCOLN,01/19/2020,9316,20434,210,0.45025712025316456
10712,66 ST-LINCOLN,01/20/2020,10650,20434,210,0.5162183544303798
10713,66 ST-LINCOLN,01/21/2020,18130,20434,210,0.8860759493670886
10714,66 ST-LINCOLN,01/22/2020,18476,20434,210,0.903184335443038
10715,66 ST-LINCOLN,01/23/2020,18308,20434,210,0.8948773734177216
10716,66 ST-LINCOLN,01/24/2020,17724,20434,210,0.8660007911392406
10717,66 ST-LINCOLN,01/25/2020,10427,20434,210,0.5051918512658228
10718,66 ST-LINCOLN,01/26/2020,8936,20434,210,0.4314675632911392
10719,66 ST-LINCOLN,01/27/2020,17388,20434,210,0.8493868670886076
10720,66 ST-LINCOLN,01/28/2020,19848,20434,210,0.9710245253164557
10721,66 ST-LINCOLN,01/29/2020,20207,20434,210,0.9887757120253164
10722,66 ST-LINCOLN,01/30/2020,20000,20434,210,0.9785403481012658
10723,66 ST-LINCOLN,01/31/2020,19167,20434,210,0.9373516613924051
10724,66 ST-LINCOLN,02/01/2020,11132,20434,210,0.5400514240506329
10725,66 ST-LINCOLN,02/02/2020,8671,20434,210,0.41836431962025317
10726,66 ST-LINCOLN,02/03/2020,18383,20434,210,0.8985858386075949
10727,66 ST-LINCOLN,02/04/2020,19335,20434,210,0.9456586234177216
10728,66 ST-LINCOLN,02/05/2020,19890,20434,210,0.9731012658227848
10729,66 ST-LINCOLN,02/06/2020,20434,20434,210,1.0
10730,66 ST-LINCOLN,02/07/2020,19586,20434,210,0.9580696202531646
10731,66 ST-LINCOLN,02/08/2020,9875,20434,210,0.47789754746835444
10732,66 ST-LINCOLN,02/09/2020,8537,20434,210,0.41173852848101267
10733,66 ST-LINCOLN,02/10/2020,19387,20434,210,0.9482298259493671
10734,66 ST-LINCOLN,02/11/2020,20036,20434,210,0.9803204113924051
10735,66 ST-LINCOLN,02/12/2020,19651,20434,210,0.9612836234177216
10736,66 ST-LINCOLN,02/13/2020,19748,20434,210,0.9660799050632911
10737,66 ST-LINCOLN,02/14/2020,19207,20434,210,0.9393295094936709
10738,66 ST-LINCOLN,02/15/2020,9623,20434,210,0.4654371044303797
10739,66 ST-LINCOLN,02/16/2020,8053,20434,210,0.3878065664556962
10740,66 ST-LINCOLN,02/17/2020,9141,20434,210,0.44160403481012656
10741,66 ST-LINCOLN,02/18/2020,16355,20434,210,0.7983089398734177
10742,66 ST-LINCOLN,02/19/2020,16800,20434,210,0.8203125
10743,66 ST-LINCOLN,02/20/2020,16639,20434,210,0.8123516613924051
10744,66 ST-LINCOLN,02/21/2020,15817,20434,210,0.7717068829113924
10745,66 ST-LINCOLN,02/22/2020,10117,20434,210,0.48986352848101267
10746,66 ST-LINCOLN,02/23/2020,8684,20434,210,0.41900712025316456
10747,66 ST-LINCOLN,02/24/2020,17767,20434,210,0.8681269778481012
10748,66 ST-LINCOLN,02/25/2020,19993,20434,210,0.9781942246835443
10749,66 ST-LINCOLN,02/26/2020,19488,20434,210,0.9532238924050633
10750,66 ST-LINCOLN,02/27/2020,20292,20434,210,0.9929786392405063
10751,66 ST-LINCOLN,02/28/2020,19589,20434,210,0.9582179588607594
10752,66 ST-LINCOLN,02/29/2020,10205,20434,210,0.49421479430379744
10753,66 ST-LINCOLN,03/01/2020,7861,20434,210,0.3783128955696203
10754,66 ST-LINCOLN,03/02/2020,17720,20434,210,0.8658030063291139
10755,66 ST-LINCOLN,03/03/2020,19122,20434,210,0.935126582278481
10756,66 ST-LINCOLN,03/04/2020,17546,20434,210,0.8571993670886076
10757,66 ST-LINCOLN,03/05/2020,18991,20434,210,0.9286491297468354
10758,66 ST-LINCOLN,03/06/2020,18586,20434,210,0.908623417721519
10759,66 ST-LINCOLN,03/07/2020,8951,20434,210,0.43220925632911394
10760,66 ST-LINCOLN,03/08/2020,7292,20434,210,0.35017800632911394
10761,66 ST-LINCOLN,03/09/2020,16133,20434,210,0.7873318829113924
10762,66 ST-LINCOLN,03/10/2020,16398,20434,210,0.8004351265822784
10763,66 ST-LINCOLN,03/11/2020,15746,20434,210,0.7681962025316456
10764,66 ST-LINCOLN,03/12/2020,13629,20434,210,0.6635185917721519
10765,66 ST-LINCOLN,03/13/2020,9874,20434,210,0.4778481012658228
10766,66 ST-LINCOLN,03/14/2020,3737,20434,210,0.17439675632911392
10767,66 ST-LINCOLN,03/15/2020,2325,20434,210,0.10457871835443038
10768,66 ST-LINCOLN,03/16/2020,4767,20434,210,0.22532634493670886
10769,66 ST-LINCOLN,03/17/2020,3771,20434,210,0.17607792721518986
10770,66 ST-LINCOLN,03/18/2020,3401,20434,210,0.157782832278481
10771,66 ST-LINCOLN,03/19/2020,2836,20434,210,0.12984572784810128
10772,66 ST-LINCOLN,03/20/2020,2350,20434,210,0.10581487341772151
10773,66 ST-LINCOLN,03/21/2020,1039,20434,210,0.04099090189873418
10774,66 ST-LINCOLN,03/22/2020,629,20434,210,0.020717958860759493
10775,66 ST-LINCOLN,03/23/2020,1340,20434,210,0.05587420886075949
10776,66 ST-LINCOLN,03/24/2020,1275,20434,210,0.052660205696202535
10777,66 ST-LINCOLN,03/25/2020,1172,20434,210,0.047567246835443035
10778,66 ST-LINCOLN,03/26/2020,1118,20434,210,0.04489715189873418
10779,66 ST-LINCOLN,03/27/2020,988,20434,210,0.03846914556962025
10780,66 ST-LINCOLN,03/28/2020,458,20434,210,0.0122626582278481
10781,66 ST-LINCOLN,03/29/2020,371,20434,210,0.007960838607594937
10782,66 ST-LINCOLN,03/30/2020,832,20434,210,0.030755537974683545
10783,66 ST-LINCOLN,03/31/2020,797,20434,210,0.029024920886075948
10784,66 ST-LINCOLN,04/01/2020,737,20434,210,0.026058148734177215
10785,66 ST-LINCOLN,04/02/2020,710,20434,210,0.024723101265822785
10786,66 ST-LINCOLN,04/03/2020,681,20434,210,0.023289161392405063
10787,66 ST-LINCOLN,04/04/2020,339,20434,210,0.006378560126582279
10788,66 ST-LINCOLN,04/05/2020,256,20434,210,0.002274525316455696
