,Station,Date,num_entries
751,121 ST,01/24/2020,2114
752,121 ST,01/25/2020,1081
753,121 ST,01/26/2020,969
754,121 ST,01/27/2020,2136
755,121 ST,01/28/2020,2234
756,121 ST,01/29/2020,2242
757,121 ST,01/30/2020,2278
758,121 ST,01/31/2020,2230
759,121 ST,02/01/2020,1218
760,121 ST,02/02/2020,881
761,121 ST,02/03/2020,2045
762,121 ST,02/04/2020,2275
763,121 ST,02/05/2020,2185
764,121 ST,02/06/2020,2275
765,121 ST,02/07/2020,2187
766,121 ST,02/08/2020,1203
767,121 ST,02/09/2020,1011
768,121 ST,02/10/2020,2142
769,121 ST,02/11/2020,2256
770,121 ST,02/12/2020,2249
771,121 ST,02/13/2020,2255
772,121 ST,02/14/2020,2196
773,121 ST,02/15/2020,1159
774,121 ST,02/16/2020,904
775,121 ST,02/17/2020,1432
776,121 ST,02/18/2020,2052
777,121 ST,02/19/2020,2067
778,121 ST,02/20/2020,2034
779,121 ST,02/21/2020,2024
780,121 ST,02/22/2020,1202
781,121 ST,02/23/2020,911
782,121 ST,02/24/2020,2316
783,121 ST,02/25/2020,2136
784,121 ST,02/26/2020,2122
785,121 ST,02/27/2020,2156
786,121 ST,02/28/2020,2134
787,121 ST,02/29/2020,1128
788,121 ST,03/01/2020,871
789,121 ST,03/02/2020,2151
790,121 ST,03/03/2020,2144
791,121 ST,03/04/2020,2267
792,121 ST,03/05/2020,2070
793,121 ST,03/06/2020,2020
794,121 ST,03/07/2020,1232
795,121 ST,03/08/2020,808
796,121 ST,03/09/2020,2073
797,121 ST,03/10/2020,2064
798,121 ST,03/11/2020,2060
799,121 ST,03/12/2020,1950
800,121 ST,03/13/2020,1781
801,121 ST,03/14/2020,958
802,121 ST,03/15/2020,678
803,121 ST,03/16/2020,1383
804,121 ST,03/17/2020,1188
805,121 ST,03/18/2020,1095
806,121 ST,03/19/2020,988
807,121 ST,03/20/2020,937
808,121 ST,03/21/2020,517
809,121 ST,03/22/2020,333
810,121 ST,03/23/2020,510
811,121 ST,03/24/2020,519
812,121 ST,03/25/2020,474
813,121 ST,03/26/2020,497
814,121 ST,03/27/2020,466
815,121 ST,12/28/2019,1172
816,121 ST,12/29/2019,911
817,121 ST,12/30/2019,1818
818,121 ST,12/31/2019,1768
819,125 ST,01/01/2020,27788
820,125 ST,01/02/2020,64275
821,125 ST,01/03/2020,64907
822,125 ST,01/04/2020,38852
823,125 ST,01/05/2020,33086
824,125 ST,01/06/2020,69645
825,125 ST,01/07/2020,72182
826,125 ST,01/08/2020,71213
827,125 ST,01/09/2020,72022
828,125 ST,01/10/2020,73265
829,125 ST,01/11/2020,43721
830,125 ST,01/12/2020,34144
831,125 ST,01/13/2020,71724
832,125 ST,01/14/2020,71390
833,125 ST,01/15/2020,73224
834,125 ST,01/16/2020,72730
835,125 ST,01/17/2020,72014
836,125 ST,01/18/2020,36706
837,125 ST,01/19/2020,38437
838,125 ST,01/20/2020,41711
839,125 ST,01/21/2020,71205
840,125 ST,01/22/2020,72765
841,125 ST,01/23/2020,72724
842,125 ST,01/24/2020,73393
843,125 ST,01/25/2020,37303
844,125 ST,01/26/2020,34775
845,125 ST,01/27/2020,70879
846,125 ST,01/28/2020,73699
847,125 ST,01/29/2020,74090
848,125 ST,01/30/2020,74124
849,125 ST,01/31/2020,74648
850,125 ST,02/01/2020,41725
851,125 ST,02/02/2020,33203
852,125 ST,02/03/2020,72916
853,125 ST,02/04/2020,6887593
854,125 ST,02/05/2020,75727
855,125 ST,02/06/2020,74179
856,125 ST,02/07/2020,74111
857,125 ST,02/08/2020,42833
858,125 ST,02/09/2020,34189
859,125 ST,02/10/2020,71581
860,125 ST,02/11/2020,66171
861,125 ST,02/12/2020,73866
862,125 ST,02/13/2020,75097
863,125 ST,02/14/2020,74720
864,125 ST,02/15/2020,39391
865,125 ST,02/16/2020,33723
866,125 ST,02/17/2020,42998
867,125 ST,02/18/2020,65822
868,125 ST,02/19/2020,67918
869,125 ST,02/20/2020,68814
870,125 ST,02/21/2020,67064
871,125 ST,02/22/2020,41702
872,125 ST,02/23/2020,34309
873,125 ST,02/24/2020,72968
874,125 ST,02/25/2020,73895
875,125 ST,02/26/2020,74737
876,125 ST,02/27/2020,74006
877,125 ST,02/28/2020,74452
878,125 ST,02/29/2020,42802
879,125 ST,03/01/2020,34390
880,125 ST,03/02/2020,73012
881,125 ST,03/03/2020,74554
882,125 ST,03/04/2020,74994
883,125 ST,03/05/2020,74090
884,125 ST,03/06/2020,72626
885,125 ST,03/07/2020,41242
886,125 ST,03/08/2020,31268
887,125 ST,03/09/2020,67785
888,125 ST,03/10/2020,66500
889,125 ST,03/11/2020,65482
890,125 ST,03/12/2020,59928
891,125 ST,03/13/2020,51618
892,125 ST,03/14/2020,27021
893,125 ST,03/15/2020,19646
894,125 ST,03/16/2020,36004
895,125 ST,03/17/2020,30565
896,125 ST,03/18/2020,28710
897,125 ST,03/19/2020,25954
898,125 ST,03/20/2020,24673
899,125 ST,03/21/2020,13391
900,125 ST,03/22/2020,8828
901,125 ST,03/23/2020,14333
902,125 ST,03/24/2020,15000
903,125 ST,03/25/2020,14001
904,125 ST,03/26/2020,14123
905,125 ST,03/27/2020,14244
906,125 ST,12/28/2019,37992
907,125 ST,12/29/2019,32378
908,125 ST,12/30/2019,53404
909,125 ST,12/31/2019,56479
910,135 ST,01/01/2020,7193
911,135 ST,01/02/2020,16425
912,135 ST,01/03/2020,16900
913,135 ST,01/04/2020,9674
914,135 ST,01/05/2020,7932
915,135 ST,01/06/2020,17976
916,135 ST,01/07/2020,18863
917,135 ST,01/08/2020,19137
918,135 ST,01/09/2020,18788
919,135 ST,01/10/2020,19142
920,135 ST,01/11/2020,10830
921,135 ST,01/12/2020,8512
922,135 ST,01/13/2020,15486
923,135 ST,01/14/2020,18833
924,135 ST,01/15/2020,19450
925,135 ST,01/16/2020,19367
926,135 ST,01/17/2020,19134
927,135 ST,01/18/2020,10195
928,135 ST,01/19/2020,8050
929,135 ST,01/20/2020,10403
930,135 ST,01/21/2020,18295
931,135 ST,01/22/2020,18580
932,135 ST,01/23/2020,18622
933,135 ST,01/24/2020,18645
934,135 ST,01/25/2020,9500
935,135 ST,01/26/2020,8375
936,135 ST,01/27/2020,18495
937,135 ST,01/28/2020,19912
938,135 ST,01/29/2020,19946
939,135 ST,01/30/2020,19793
940,135 ST,01/31/2020,19391
941,135 ST,02/01/2020,10509
942,135 ST,02/02/2020,8321
943,135 ST,02/03/2020,19238
944,135 ST,02/04/2020,19723
945,135 ST,02/05/2020,20378
946,135 ST,02/06/2020,19961
947,135 ST,02/07/2020,19901
948,135 ST,02/08/2020,11165
949,135 ST,02/09/2020,8211
950,135 ST,02/10/2020,18973
951,135 ST,02/11/2020,19927
952,135 ST,02/12/2020,19865
953,135 ST,02/13/2020,19951
954,135 ST,02/14/2020,19541
955,135 ST,02/15/2020,10131
956,135 ST,02/16/2020,8410
957,135 ST,02/17/2020,10857
958,135 ST,02/18/2020,17200
959,135 ST,02/19/2020,17698
960,135 ST,02/20/2020,17605
961,135 ST,02/21/2020,17372
962,135 ST,02/22/2020,10764
963,135 ST,02/23/2020,8391
964,135 ST,02/24/2020,19064
965,135 ST,02/25/2020,19451
966,135 ST,02/26/2020,19094
967,135 ST,02/27/2020,19909
968,135 ST,02/28/2020,19873
969,135 ST,02/29/2020,10863
970,135 ST,03/01/2020,8159
971,135 ST,03/02/2020,19317
972,135 ST,03/03/2020,19564
973,135 ST,03/04/2020,19764
974,135 ST,03/05/2020,19716
975,135 ST,03/06/2020,18845
976,135 ST,03/07/2020,10464
977,135 ST,03/08/2020,7291
978,135 ST,03/09/2020,17546
979,135 ST,03/10/2020,17667
980,135 ST,03/11/2020,17450
981,135 ST,03/12/2020,16005
982,135 ST,03/13/2020,13913
983,135 ST,03/14/2020,6665
984,135 ST,03/15/2020,4770
985,135 ST,03/16/2020,8978
986,135 ST,03/17/2020,7463
987,135 ST,03/18/2020,7183
988,135 ST,03/19/2020,6548
989,135 ST,03/20/2020,5994
990,135 ST,03/21/2020,3091
991,135 ST,03/22/2020,2057
992,135 ST,03/23/2020,3610
993,135 ST,03/24/2020,3698
994,135 ST,03/25/2020,3480
995,135 ST,03/26/2020,3444
996,135 ST,03/27/2020,1391
997,135 ST,12/28/2019,3743
998,135 ST,12/29/2019,3146
999,135 ST,12/30/2019,13717
1000,135 ST,12/31/2019,145021
1001,137 ST CITY COL,01/01/2020,4764
1002,137 ST CITY COL,01/02/2020,9824
1003,137 ST CITY COL,01/03/2020,10056
1004,137 ST CITY COL,01/04/2020,6262
1005,137 ST CITY COL,01/05/2020,5542
1006,137 ST CITY COL,01/06/2020,10506
1007,137 ST CITY COL,01/07/2020,11023
1008,137 ST CITY COL,01/08/2020,11149
1009,137 ST CITY COL,01/09/2020,10971
1010,137 ST CITY COL,01/10/2020,11147
1011,137 ST CITY COL,01/11/2020,7045
1012,137 ST CITY COL,01/12/2020,5638
1013,137 ST CITY COL,01/13/2020,4770
1014,137 ST CITY COL,01/14/2020,10920
1015,137 ST CITY COL,01/15/2020,11308
1016,137 ST CITY COL,01/16/2020,11168
1017,137 ST CITY COL,01/17/2020,11184
1018,137 ST CITY COL,01/18/2020,10751
1019,137 ST CITY COL,01/19/2020,12035
1020,137 ST CITY COL,01/20/2020,7428
1021,137 ST CITY COL,01/21/2020,10573
1022,137 ST CITY COL,01/22/2020,11179
1023,137 ST CITY COL,01/23/2020,11131
1024,137 ST CITY COL,01/24/2020,11093
1025,137 ST CITY COL,01/25/2020,11377
1026,137 ST CITY COL,01/26/2020,10160
1027,137 ST CITY COL,01/27/2020,12250
1028,137 ST CITY COL,01/28/2020,12911
1029,137 ST CITY COL,01/29/2020,12842
1030,137 ST CITY COL,01/30/2020,12786
1031,137 ST CITY COL,01/31/2020,12020
1032,137 ST CITY COL,02/01/2020,7188
1033,137 ST CITY COL,02/02/2020,5745
1034,137 ST CITY COL,02/03/2020,12391
1035,137 ST CITY COL,02/04/2020,13003
1036,137 ST CITY COL,02/05/2020,12879
1037,137 ST CITY COL,02/06/2020,12631
1038,137 ST CITY COL,02/07/2020,11740
1039,137 ST CITY COL,02/08/2020,12718
1040,137 ST CITY COL,02/09/2020,9797
1041,137 ST CITY COL,02/10/2020,12489
1042,137 ST CITY COL,02/11/2020,12494
1043,137 ST CITY COL,02/12/2020,10923
1044,137 ST CITY COL,02/13/2020,12309
1045,137 ST CITY COL,02/14/2020,11809
1046,137 ST CITY COL,02/15/2020,11653
1047,137 ST CITY COL,02/16/2020,9626
1048,137 ST CITY COL,02/17/2020,13350
1049,137 ST CITY COL,02/18/2020,11592
1050,137 ST CITY COL,02/19/2020,11886
1051,137 ST CITY COL,02/20/2020,11731
1052,137 ST CITY COL,02/21/2020,10684
1053,137 ST CITY COL,02/22/2020,11846
1054,137 ST CITY COL,02/23/2020,9635
1055,137 ST CITY COL,02/24/2020,12032
1056,137 ST CITY COL,02/25/2020,12450
1057,137 ST CITY COL,02/26/2020,12396
1058,137 ST CITY COL,02/27/2020,12701
1059,137 ST CITY COL,02/28/2020,11903
1060,137 ST CITY COL,02/29/2020,12471
1061,137 ST CITY COL,03/01/2020,10052
1062,137 ST CITY COL,03/02/2020,12309
1063,137 ST CITY COL,03/03/2020,12474
1064,137 ST CITY COL,03/04/2020,12403
1065,137 ST CITY COL,03/05/2020,12323
1066,137 ST CITY COL,03/06/2020,11416
1067,137 ST CITY COL,03/07/2020,7147
1068,137 ST CITY COL,03/08/2020,5615
1069,137 ST CITY COL,03/09/2020,12037
1070,137 ST CITY COL,03/10/2020,11756
1071,137 ST CITY COL,03/11/2020,11522
1072,137 ST CITY COL,03/12/2020,9865
1073,137 ST CITY COL,03/13/2020,8649
1074,137 ST CITY COL,03/14/2020,4802
1075,137 ST CITY COL,03/15/2020,3519
1076,137 ST CITY COL,03/16/2020,5490
1077,137 ST CITY COL,03/17/2020,4400
1078,137 ST CITY COL,03/18/2020,4066
1079,137 ST CITY COL,03/19/2020,3698
1080,137 ST CITY COL,03/20/2020,3404
1081,137 ST CITY COL,03/21/2020,1901
1082,137 ST CITY COL,03/22/2020,1259
1083,137 ST CITY COL,03/23/2020,1931
1084,137 ST CITY COL,03/24/2020,1899
1085,137 ST CITY COL,03/25/2020,1852
1086,137 ST CITY COL,03/26/2020,1758
1087,137 ST CITY COL,03/27/2020,1739
1088,137 ST CITY COL,12/28/2019,6292
1089,137 ST CITY COL,12/29/2019,5185
1090,137 ST CITY COL,12/30/2019,8387
1091,137 ST CITY COL,12/31/2019,8350
1092,138/GRAND CONC,01/01/2020,525
1093,138/GRAND CONC,01/02/2020,2074
1094,138/GRAND CONC,01/03/2020,2100
1095,138/GRAND CONC,01/04/2020,968
1096,138/GRAND CONC,01/05/2020,724
1097,138/GRAND CONC,01/06/2020,2220
1098,138/GRAND CONC,01/07/2020,2445
1099,138/GRAND CONC,01/08/2020,2355
1100,138/GRAND CONC,01/09/2020,2340
1101,138/GRAND CONC,01/10/2020,2388
1102,138/GRAND CONC,01/11/2020,1042
1103,138/GRAND CONC,01/12/2020,707
1104,138/GRAND CONC,01/13/2020,2689
1105,138/GRAND CONC,01/14/2020,2365
1106,138/GRAND CONC,01/15/2020,2423
1107,138/GRAND CONC,01/16/2020,2334
1108,138/GRAND CONC,01/17/2020,2217
1109,138/GRAND CONC,01/18/2020,869
1110,138/GRAND CONC,01/19/2020,703
1111,138/GRAND CONC,01/20/2020,1301
1112,138/GRAND CONC,01/21/2020,2331
1113,138/GRAND CONC,01/22/2020,2323
1114,138/GRAND CONC,01/23/2020,2284
1115,138/GRAND CONC,01/24/2020,2236
1116,138/GRAND CONC,01/25/2020,911
1117,138/GRAND CONC,01/26/2020,726
1118,138/GRAND CONC,01/27/2020,2165
1119,138/GRAND CONC,01/28/2020,2224
1120,138/GRAND CONC,01/29/2020,2196
1121,138/GRAND CONC,01/30/2020,2154
1122,138/GRAND CONC,01/31/2020,2209
1123,138/GRAND CONC,02/01/2020,941
1124,138/GRAND CONC,02/02/2020,636
1125,138/GRAND CONC,02/03/2020,2124
1126,138/GRAND CONC,02/04/2020,2199
1127,138/GRAND CONC,02/05/2020,2258
1128,138/GRAND CONC,02/06/2020,2077
1129,138/GRAND CONC,02/07/2020,2188
1130,138/GRAND CONC,02/08/2020,1247
1131,138/GRAND CONC,02/09/2020,833
1132,138/GRAND CONC,02/10/2020,2089
1133,138/GRAND CONC,02/11/2020,2128
1134,138/GRAND CONC,02/12/2020,2154
1135,138/GRAND CONC,02/13/2020,2170
1136,138/GRAND CONC,02/14/2020,2073
1137,138/GRAND CONC,02/15/2020,845
1138,138/GRAND CONC,02/16/2020,593
1139,138/GRAND CONC,02/17/2020,1139
1140,138/GRAND CONC,02/18/2020,2070
1141,138/GRAND CONC,02/19/2020,2021
1142,138/GRAND CONC,02/20/2020,1957
1143,138/GRAND CONC,02/21/2020,1926
1144,138/GRAND CONC,02/22/2020,953
1145,138/GRAND CONC,02/23/2020,647
1146,138/GRAND CONC,02/24/2020,2098
1147,138/GRAND CONC,02/25/2020,2193
1148,138/GRAND CONC,02/26/2020,2108
1149,138/GRAND CONC,02/27/2020,2143
1150,138/GRAND CONC,02/28/2020,2010
1151,138/GRAND CONC,02/29/2020,957
1152,138/GRAND CONC,03/01/2020,664
1153,138/GRAND CONC,03/02/2020,2060
1154,138/GRAND CONC,03/03/2020,2255
1155,138/GRAND CONC,03/04/2020,2155
1156,138/GRAND CONC,03/05/2020,2190
1157,138/GRAND CONC,03/06/2020,1906
1158,138/GRAND CONC,03/07/2020,867
1159,138/GRAND CONC,03/08/2020,576
1160,138/GRAND CONC,03/09/2020,1929
1161,138/GRAND CONC,03/10/2020,1881
1162,138/GRAND CONC,03/11/2020,1881
1163,138/GRAND CONC,03/12/2020,1761
1164,138/GRAND CONC,03/13/2020,1566
1165,138/GRAND CONC,03/14/2020,658
1166,138/GRAND CONC,03/15/2020,540
1167,138/GRAND CONC,03/16/2020,1221
1168,138/GRAND CONC,03/17/2020,1119
1169,138/GRAND CONC,03/18/2020,1061
1170,138/GRAND CONC,03/19/2020,939
1171,138/GRAND CONC,03/20/2020,882
1172,138/GRAND CONC,03/21/2020,503
1173,138/GRAND CONC,03/22/2020,356
1174,138/GRAND CONC,03/23/2020,542
1175,138/GRAND CONC,03/24/2020,577
1176,138/GRAND CONC,03/25/2020,542
1177,138/GRAND CONC,03/26/2020,567
1178,138/GRAND CONC,03/27/2020,625
1179,138/GRAND CONC,12/28/2019,1191
1180,138/GRAND CONC,12/29/2019,992
1181,138/GRAND CONC,12/30/2019,1749
1182,138/GRAND CONC,12/31/2019,1636
1183,14 ST,01/01/2020,22774
1184,14 ST,01/02/2020,50544
1185,14 ST,01/03/2020,50028
1186,14 ST,01/04/2020,32369
1187,14 ST,01/05/2020,26451
1188,14 ST,01/06/2020,54670
1189,14 ST,01/07/2020,56536
1190,14 ST,01/08/2020,56804
1191,14 ST,01/09/2020,58119
1192,14 ST,01/10/2020,57648
1193,14 ST,01/11/2020,37690
1194,14 ST,01/12/2020,28296
1195,14 ST,01/13/2020,53303
1196,14 ST,01/14/2020,57059
1197,14 ST,01/15/2020,58349
1198,14 ST,01/16/2020,58723
1199,14 ST,01/17/2020,55780
1200,14 ST,01/18/2020,29938
1201,14 ST,01/19/2020,27558
1202,14 ST,01/20/2020,32071
1203,14 ST,01/21/2020,57139
1204,14 ST,01/22/2020,58861
1205,14 ST,01/23/2020,59239
1206,14 ST,01/24/2020,56843
1207,14 ST,01/25/2020,31205
1208,14 ST,01/26/2020,28908
1209,14 ST,01/27/2020,54643
1210,14 ST,01/28/2020,58670
1211,14 ST,01/29/2020,59297
1212,14 ST,01/30/2020,59735
1213,14 ST,01/31/2020,14058023
1214,14 ST,02/01/2020,34062
1215,14 ST,02/02/2020,26225
1216,14 ST,02/03/2020,55654
1217,14 ST,02/04/2020,58151
1218,14 ST,02/05/2020,60150
1219,14 ST,02/06/2020,59720
1220,14 ST,02/07/2020,57894
1221,14 ST,02/08/2020,36802
1222,14 ST,02/09/2020,28079
1223,14 ST,02/10/2020,55594
1224,14 ST,02/11/2020,58351
1225,14 ST,02/12/2020,59997
1226,14 ST,02/13/2020,59059
1227,14 ST,02/14/2020,56127
1228,14 ST,02/15/2020,32331
1229,14 ST,02/16/2020,27674
1230,14 ST,02/17/2020,34047
1231,14 ST,02/18/2020,52122
1232,14 ST,02/19/2020,55624
1233,14 ST,02/20/2020,55300
1234,14 ST,02/21/2020,53325
1235,14 ST,02/22/2020,36069
1236,14 ST,02/23/2020,28838
1237,14 ST,02/24/2020,55287
1238,14 ST,02/25/2020,57788
1239,14 ST,02/26/2020,302486
1240,14 ST,02/27/2020,58750
1241,14 ST,02/28/2020,56338
1242,14 ST,02/29/2020,34249
1243,14 ST,03/01/2020,27055
1244,14 ST,03/02/2020,54788
1245,14 ST,03/03/2020,55878
1246,14 ST,03/04/2020,57214
1247,14 ST,03/05/2020,56087
1248,14 ST,03/06/2020,259257
1249,14 ST,03/07/2020,32354
1250,14 ST,03/08/2020,21384
1251,14 ST,03/09/2020,44157
1252,14 ST,03/10/2020,43403
1253,14 ST,03/11/2020,40531
1254,14 ST,03/12/2020,35238
1255,14 ST,03/13/2020,27211
1256,14 ST,03/14/2020,15839
1257,14 ST,03/15/2020,10270
1258,14 ST,03/16/2020,15326
1259,14 ST,03/17/2020,11866
1260,14 ST,03/18/2020,10418
1261,14 ST,03/19/2020,9033
1262,14 ST,03/20/2020,8442
1263,14 ST,03/21/2020,3920
1264,14 ST,03/22/2020,2571
1265,14 ST,03/23/2020,4343
1266,14 ST,03/24/2020,4635
1267,14 ST,03/25/2020,4204
1268,14 ST,03/26/2020,4201
1269,14 ST,03/27/2020,3830
1270,14 ST,12/28/2019,31848
1271,14 ST,12/29/2019,26882
1272,14 ST,12/30/2019,42342
1273,14 ST,12/31/2019,36697
1274,14 ST-UNION SQ,01/01/2020,30936
1275,14 ST-UNION SQ,01/02/2020,69785
1276,14 ST-UNION SQ,01/03/2020,70056
1277,14 ST-UNION SQ,01/04/2020,43903
1278,14 ST-UNION SQ,01/05/2020,36346
1279,14 ST-UNION SQ,01/06/2020,76193
1280,14 ST-UNION SQ,01/07/2020,79352
1281,14 ST-UNION SQ,01/08/2020,79803
1282,14 ST-UNION SQ,01/09/2020,78716
1283,14 ST-UNION SQ,01/10/2020,80520
1284,14 ST-UNION SQ,01/11/2020,48901
1285,14 ST-UNION SQ,01/12/2020,37641
1286,14 ST-UNION SQ,01/13/2020,77023
1287,14 ST-UNION SQ,01/14/2020,78949
1288,14 ST-UNION SQ,01/15/2020,81489
1289,14 ST-UNION SQ,01/16/2020,79465
1290,14 ST-UNION SQ,01/17/2020,77402
1291,14 ST-UNION SQ,01/18/2020,39733
1292,14 ST-UNION SQ,01/19/2020,36530
1293,14 ST-UNION SQ,01/20/2020,48375
1294,14 ST-UNION SQ,01/21/2020,78814
1295,14 ST-UNION SQ,01/22/2020,80499
1296,14 ST-UNION SQ,01/23/2020,79046
1297,14 ST-UNION SQ,01/24/2020,79543
1298,14 ST-UNION SQ,01/25/2020,42117
1299,14 ST-UNION SQ,01/26/2020,42655
1300,14 ST-UNION SQ,01/27/2020,75919
1301,14 ST-UNION SQ,01/28/2020,80853
1302,14 ST-UNION SQ,01/29/2020,81726
1303,14 ST-UNION SQ,01/30/2020,81384
1304,14 ST-UNION SQ,01/31/2020,80582
1305,14 ST-UNION SQ,02/01/2020,49561
1306,14 ST-UNION SQ,02/02/2020,38126
1307,14 ST-UNION SQ,02/03/2020,78350
1308,14 ST-UNION SQ,02/04/2020,80848
1309,14 ST-UNION SQ,02/05/2020,82407
1310,14 ST-UNION SQ,02/06/2020,79131
1311,14 ST-UNION SQ,02/07/2020,79679
1312,14 ST-UNION SQ,02/08/2020,47130
1313,14 ST-UNION SQ,02/09/2020,35951
1314,14 ST-UNION SQ,02/10/2020,75289
1315,14 ST-UNION SQ,02/11/2020,79872
1316,14 ST-UNION SQ,02/12/2020,83034
1317,14 ST-UNION SQ,02/13/2020,80063
1318,14 ST-UNION SQ,02/14/2020,82478
1319,14 ST-UNION SQ,02/15/2020,44919
1320,14 ST-UNION SQ,02/16/2020,37383
1321,14 ST-UNION SQ,02/17/2020,48678
1322,14 ST-UNION SQ,02/18/2020,73849
1323,14 ST-UNION SQ,02/19/2020,78146
1324,14 ST-UNION SQ,02/20/2020,75964
1325,14 ST-UNION SQ,02/21/2020,74855
1326,14 ST-UNION SQ,02/22/2020,45329
1327,14 ST-UNION SQ,02/23/2020,35909
1328,14 ST-UNION SQ,02/24/2020,78079
1329,14 ST-UNION SQ,02/25/2020,78937
1330,14 ST-UNION SQ,02/26/2020,80229
1331,14 ST-UNION SQ,02/27/2020,79411
1332,14 ST-UNION SQ,02/28/2020,78701
1333,14 ST-UNION SQ,02/29/2020,44266
1334,14 ST-UNION SQ,03/01/2020,34106
1335,14 ST-UNION SQ,03/02/2020,76897
1336,14 ST-UNION SQ,03/03/2020,77606
1337,14 ST-UNION SQ,03/04/2020,79946
1338,14 ST-UNION SQ,03/05/2020,77186
1339,14 ST-UNION SQ,03/06/2020,74846
1340,14 ST-UNION SQ,03/07/2020,44939
1341,14 ST-UNION SQ,03/08/2020,35592
1342,14 ST-UNION SQ,03/09/2020,74777
1343,14 ST-UNION SQ,03/10/2020,72459
1344,14 ST-UNION SQ,03/11/2020,68833
1345,14 ST-UNION SQ,03/12/2020,57968
1346,14 ST-UNION SQ,03/13/2020,48048
1347,14 ST-UNION SQ,03/14/2020,25372
1348,14 ST-UNION SQ,03/15/2020,16407
1349,14 ST-UNION SQ,03/16/2020,28337
1350,14 ST-UNION SQ,03/17/2020,21663
1351,14 ST-UNION SQ,03/18/2020,19776
1352,14 ST-UNION SQ,03/19/2020,16378
1353,14 ST-UNION SQ,03/20/2020,16115
1354,14 ST-UNION SQ,03/21/2020,8119
1355,14 ST-UNION SQ,03/22/2020,5068
1356,14 ST-UNION SQ,03/23/2020,8297
1357,14 ST-UNION SQ,03/24/2020,8834
1358,14 ST-UNION SQ,03/25/2020,8145
1359,14 ST-UNION SQ,03/26/2020,7858
1360,14 ST-UNION SQ,03/27/2020,8180
1361,14 ST-UNION SQ,12/28/2019,45068
1362,14 ST-UNION SQ,12/29/2019,36281
1363,14 ST-UNION SQ,12/30/2019,57899
1364,14 ST-UNION SQ,12/31/2019,55468
1365,145 ST,01/01/2020,14562
1366,145 ST,01/02/2020,29658
1367,145 ST,01/03/2020,30647
1368,145 ST,01/04/2020,21543
1369,145 ST,01/05/2020,17872
1370,145 ST,01/06/2020,31824
1371,145 ST,01/07/2020,32565
1372,145 ST,01/08/2020,32847
1373,145 ST,01/09/2020,33127
1374,145 ST,01/10/2020,34053
1375,145 ST,01/11/2020,24235
1376,145 ST,01/12/2020,18734
1377,145 ST,01/13/2020,32716
1378,145 ST,01/14/2020,33056
1379,145 ST,01/15/2020,33821
1380,145 ST,01/16/2020,33465
1381,145 ST,01/17/2020,33298
1382,145 ST,01/18/2020,16118
1383,145 ST,01/19/2020,13925
1384,145 ST,01/20/2020,21475
1385,145 ST,01/21/2020,32142
1386,145 ST,01/22/2020,32577
1387,145 ST,01/23/2020,32715
1388,145 ST,01/24/2020,33713
1389,145 ST,01/25/2020,16307
1390,145 ST,01/26/2020,14363
1391,145 ST,01/27/2020,34251
1392,145 ST,01/28/2020,36769
1393,145 ST,01/29/2020,37170
1394,145 ST,01/30/2020,37017
1395,145 ST,01/31/2020,35125
1396,145 ST,02/01/2020,23288
1397,145 ST,02/02/2020,18090
1398,145 ST,02/03/2020,35101
1399,145 ST,02/04/2020,36656
1400,145 ST,02/05/2020,36975
1401,145 ST,02/06/2020,36041
1402,145 ST,02/07/2020,35354
1403,145 ST,02/08/2020,18859
1404,145 ST,02/09/2020,14361
1405,145 ST,02/10/2020,34731
1406,145 ST,02/11/2020,36319
1407,145 ST,02/12/2020,33636
1408,145 ST,02/13/2020,36584
1409,145 ST,02/14/2020,35180
1410,145 ST,02/15/2020,17192
1411,145 ST,02/16/2020,14360
1412,145 ST,02/17/2020,17290
1413,145 ST,02/18/2020,32703
1414,145 ST,02/19/2020,34464
1415,145 ST,02/20/2020,33637
1416,145 ST,02/21/2020,31997
1417,145 ST,02/22/2020,18302
1418,145 ST,02/23/2020,14284
1419,145 ST,02/24/2020,35199
1420,145 ST,02/25/2020,35643
1421,145 ST,02/26/2020,36477
1422,145 ST,02/27/2020,36421
1423,145 ST,02/28/2020,35456
1424,145 ST,02/29/2020,19378
1425,145 ST,03/01/2020,15091
1426,145 ST,03/02/2020,35053
1427,145 ST,03/03/2020,36132
1428,145 ST,03/04/2020,37078
1429,145 ST,03/05/2020,36446
1430,145 ST,03/06/2020,34070
1431,145 ST,03/07/2020,22700
1432,145 ST,03/08/2020,15654
1433,145 ST,03/09/2020,32147
1434,145 ST,03/10/2020,32164
1435,145 ST,03/11/2020,31349
1436,145 ST,03/12/2020,27184
1437,145 ST,03/13/2020,23671
1438,145 ST,03/14/2020,13932
1439,145 ST,03/15/2020,10053
1440,145 ST,03/16/2020,15124
1441,145 ST,03/17/2020,12849
1442,145 ST,03/18/2020,12201
1443,145 ST,03/19/2020,10719
1444,145 ST,03/20/2020,10280
1445,145 ST,03/21/2020,5749
1446,145 ST,03/22/2020,3856
1447,145 ST,03/23/2020,5660
1448,145 ST,03/24/2020,6065
1449,145 ST,03/25/2020,5725
1450,145 ST,03/26/2020,5592
1451,145 ST,03/27/2020,5623
1452,145 ST,12/28/2019,20512
1453,145 ST,12/29/2019,18046
1454,145 ST,12/30/2019,25167
1455,145 ST,12/31/2019,27794
1456,149/GRAND CONC,01/01/2020,3484
1457,149/GRAND CONC,01/02/2020,9875
