,Station,Date,num_entries,"('num_entries', 'amax')","('num_entries', 'amin')",normalized_entries
384,110 ST,01/21/2020,10106,11020,1203,0.9068962004685749
385,110 ST,01/22/2020,10456,11020,1203,0.9425486401140878
386,110 ST,01/23/2020,10462,11020,1203,0.9431598247937252
387,110 ST,01/24/2020,10658,11020,1203,0.9631251909952124
388,110 ST,01/25/2020,5164,11020,1203,0.403483752673933
389,110 ST,01/26/2020,4342,11020,1203,0.3197514515636141
390,110 ST,01/27/2020,9872,11020,1203,0.8830599979627177
391,110 ST,01/28/2020,10630,11020,1203,0.9602729958235714
392,110 ST,01/29/2020,10780,11020,1203,0.9755526128145054
393,110 ST,01/30/2020,10703,11020,1203,0.9677090760924926
394,110 ST,01/31/2020,10864,11020,1203,0.9841091983294286
395,110 ST,02/01/2020,5876,11020,1203,0.47601100132423346
396,110 ST,02/02/2020,4446,11020,1203,0.33034531934399514
397,110 ST,02/03/2020,10086,11020,1203,0.904858918203117
398,110 ST,02/04/2020,10852,11020,1203,0.9828868289701538
399,110 ST,02/05/2020,10932,11020,1203,0.9910359580319853
400,110 ST,02/06/2020,10752,11020,1203,0.9727004176428644
401,110 ST,02/07/2020,10877,11020,1203,0.9854334318019762
402,110 ST,02/08/2020,6177,11020,1203,0.5066720994193745
403,110 ST,02/09/2020,4319,11020,1203,0.3174085769583376
404,110 ST,02/10/2020,10186,11020,1203,0.9150453295304064
405,110 ST,02/11/2020,10656,11020,1203,0.9629214627686666
406,110 ST,02/12/2020,10736,11020,1203,0.9710705918304982
407,110 ST,02/13/2020,10839,11020,1203,0.9815625954976062
408,110 ST,02/14/2020,10896,11020,1203,0.9873688499541612
409,110 ST,02/15/2020,5521,11020,1203,0.4398492411123561
410,110 ST,02/16/2020,4390,11020,1203,0.32464092900071306
411,110 ST,02/17/2020,5991,11020,1203,0.4877253743506163
412,110 ST,02/18/2020,8890,11020,1203,0.7830294387287359
413,110 ST,02/19/2020,9221,11020,1203,0.8167464602220638
414,110 ST,02/20/2020,9428,11020,1203,0.8378323316695528
415,110 ST,02/21/2020,9304,11020,1203,0.8252011816237139
416,110 ST,02/22/2020,5952,11020,1203,0.4837526739329734
417,110 ST,02/23/2020,4314,11020,1203,0.3168992563919731
418,110 ST,02/24/2020,10165,11020,1203,0.9129061831516757
419,110 ST,02/25/2020,10530,11020,1203,0.9500865844962819
420,110 ST,02/26/2020,10863,11020,1203,0.9840073342161556
421,110 ST,02/27/2020,10756,11020,1203,0.973107874095956
422,110 ST,02/28/2020,10968,11020,1203,0.9947030661098095
423,110 ST,02/29/2020,6095,11020,1203,0.49831924213099726
